Date,Price,Open,High,Low,Change %
09/16/2020,"4,505.33","4,505.94","4,516.33","4,496.25",-0.08%
09/15/2020,"4,508.99","4,515.58","4,520.03","4,498.28",-0.14%
09/14/2020,"4,515.11","4,511.19","4,527.92","4,511.19",0.11%
09/13/2020,"4,510.07","4,520.25","4,523.61","4,504.67",-0.20%
09/10/2020,"4,519.14","4,508.82","4,527.09","4,508.82",0.23%
09/09/2020,"4,508.82","4,517.52","4,528.89","4,504.62",-0.24%
09/08/2020,"4,519.56","4,507.95","4,525.51","4,507.00",0.26%
09/07/2020,"4,507.95","4,522.95","4,537.52","4,507.95",-0.33%
09/06/2020,"4,522.95","4,552.20","4,552.20","4,518.26",-0.64%
09/03/2020,"4,552.20","4,548.15","4,566.27","4,531.83",0.11%
09/02/2020,"4,547.13","4,524.90","4,552.37","4,524.75",0.48%
09/01/2020,"4,525.41","4,519.32","4,555.81","4,515.43",0.13%
08/31/2020,"4,519.32","4,538.00","4,556.71","4,519.03",-0.40%
08/30/2020,"4,537.53","4,535.57","4,548.76","4,519.04",0.05%
08/27/2020,"4,535.15","4,529.78","4,539.29","4,507.47",0.12%
08/26/2020,"4,529.78","4,558.69","4,565.12","4,506.93",-0.63%
08/25/2020,"4,558.69","4,569.91","4,581.17","4,539.90",-0.25%
08/24/2020,"4,569.91","4,543.47","4,575.84","4,535.03",0.59%
08/20/2020,"4,542.96","4,495.27","4,542.96","4,486.82",0.94%
08/19/2020,"4,500.66","4,445.48","4,514.27","4,439.27",1.24%
08/18/2020,"4,445.48","4,430.87","4,445.81","4,417.10",0.32%
08/17/2020,"4,431.33","4,412.76","4,439.23","4,411.70",0.41%
08/16/2020,"4,413.27","4,388.71","4,415.64","4,387.03",0.61%
08/13/2020,"4,386.67","4,360.09","4,386.71","4,355.25",0.62%
08/12/2020,"4,359.58","4,367.70","4,387.80","4,357.92",-0.20%
08/11/2020,"4,368.21","4,353.48","4,392.34","4,352.67",0.33%
08/10/2020,"4,353.72","4,330.33","4,379.29","4,318.62",0.51%
08/09/2020,"4,331.49","4,359.59","4,367.02","4,325.28",-0.64%
08/06/2020,"4,359.59","4,308.98","4,359.59","4,308.98",1.25%
08/05/2020,"4,305.92","4,318.00","4,342.76","4,305.92",-0.28%
08/04/2020,"4,318.00","4,324.10","4,345.22","4,314.11",-0.14%
08/03/2020,"4,324.14","4,304.74","4,330.92","4,297.66",0.45%
07/29/2020,"4,304.74","4,324.33","4,334.00","4,286.24",-0.45%
07/28/2020,"4,324.33","4,330.75","4,335.28","4,297.98",-0.15%
07/27/2020,"4,330.75","4,284.19","4,330.90","4,284.19",1.06%
07/26/2020,"4,285.30","4,262.37","4,298.54","4,256.88",0.57%
07/23/2020,"4,261.07","4,259.13","4,285.22","4,246.05",-0.03%
07/22/2020,"4,262.19","4,256.90","4,273.67","4,238.68",0.13%
07/21/2020,"4,256.66","4,238.74","4,256.66","4,214.83",0.43%
07/20/2020,"4,238.51","4,255.78","4,259.22","4,200.95",-0.41%
07/19/2020,"4,255.78","4,274.76","4,277.78","4,249.69",-0.44%
07/16/2020,"4,274.46","4,221.34","4,274.46","4,221.34",1.26%
07/15/2020,"4,221.11","4,289.35","4,293.97","4,221.11",-1.56%
07/14/2020,"4,287.82","4,304.46","4,305.80","4,272.62",-0.45%
07/13/2020,"4,307.01","4,315.67","4,319.17","4,285.15",-0.21%
07/12/2020,"4,316.18","4,295.48","4,320.33","4,289.88",0.48%
07/09/2020,"4,295.48","4,311.86","4,321.32","4,285.31",-0.38%
07/08/2020,"4,311.86","4,340.22","4,340.22","4,310.98",-0.67%
07/07/2020,"4,341.04","4,318.96","4,359.10","4,318.96",0.52%
07/06/2020,"4,318.45","4,304.93","4,326.34","4,304.93",0.34%
07/05/2020,"4,303.92","4,311.72","4,328.75","4,302.25",-0.18%
07/02/2020,"4,311.72","4,284.69","4,315.22","4,284.69",0.62%
07/01/2020,"4,285.06","4,285.38","4,314.70","4,267.68",-0.02%
06/30/2020,"4,285.80","4,276.84","4,295.80","4,259.16",0.24%
06/29/2020,"4,275.33","4,303.44","4,311.80","4,267.65",-0.68%
06/28/2020,"4,304.55","4,283.56","4,320.10","4,273.73",0.44%
06/25/2020,"4,285.59","4,327.49","4,327.49","4,268.58",-1.02%
06/24/2020,"4,329.72","4,319.53","4,347.03","4,300.42",0.24%
06/23/2020,"4,319.53","4,346.92","4,350.66","4,319.53",-0.63%
06/22/2020,"4,346.92","4,334.75","4,348.72","4,319.87",0.28%
06/21/2020,"4,334.75","4,345.28","4,345.28","4,321.65",-0.24%
06/18/2020,"4,345.28","4,373.07","4,373.07","4,326.46",-0.71%
06/17/2020,"4,376.42","4,330.84","4,376.42","4,281.53",1.10%
06/16/2020,"4,328.61","4,270.70","4,340.09","4,270.70",1.43%
06/15/2020,"4,267.76","4,275.89","4,286.94","4,227.65",-0.20%
06/14/2020,"4,276.40","4,294.88","4,294.88","4,232.73",-0.43%
06/11/2020,"4,294.88","4,330.25","4,330.25","4,242.82",-0.84%
06/10/2020,"4,331.27","4,332.49","4,342.16","4,310.22",-0.02%
06/09/2020,"4,332.28","4,367.40","4,377.93","4,308.60",-0.84%
06/08/2020,"4,369.08","4,406.59","4,408.55","4,320.03",-0.82%
06/07/2020,"4,405.32","4,303.98","4,421.60","4,303.98",2.37%
06/04/2020,"4,303.14","4,285.16","4,303.14","4,263.67",0.43%
06/03/2020,"4,284.73","4,277.72","4,284.73","4,254.40",0.17%
06/02/2020,"4,277.38","4,168.68","4,277.49","4,167.09",2.56%
06/01/2020,"4,170.71","4,142.12","4,170.75","4,133.10",0.70%
05/31/2020,"4,141.61","4,116.77","4,147.77","4,098.17",0.54%
05/28/2020,"4,119.32","4,135.87","4,158.74","4,104.46",-0.35%
05/27/2020,"4,133.76","4,114.43","4,165.76","4,114.43",0.51%
05/21/2020,"4,112.90","4,131.12","4,149.05","4,107.99",-0.43%
05/20/2020,"4,130.84","4,074.30","4,131.69","4,072.50",1.39%
05/19/2020,"4,074.30","4,062.54","4,101.81","4,062.54",0.34%
05/18/2020,"4,060.51","4,067.57","4,083.03","4,058.26",-0.11%
05/17/2020,"4,065.03","4,068.71","4,084.29","4,050.16",-0.05%
05/14/2020,"4,067.03","4,056.71","4,069.81","4,023.22",0.20%
05/13/2020,"4,058.95","4,132.42","4,132.42","4,035.88",-1.82%
05/12/2020,"4,134.10","4,114.15","4,158.98","4,103.14",0.33%
05/11/2020,"4,120.56","4,118.74","4,121.70","4,040.53",0.04%
05/10/2020,"4,118.74","4,062.47","4,118.74","4,047.51",1.41%
05/07/2020,"4,061.62","4,021.32","4,098.13","4,015.11",1.00%
05/06/2020,"4,021.55","4,104.29","4,109.26","4,021.55",-2.00%
05/05/2020,"4,103.82","4,038.67","4,110.96","4,038.67",1.63%
05/04/2020,"4,037.83","4,104.67","4,117.78","4,021.17",-1.65%
05/03/2020,"4,105.68","4,230.37","4,230.37","4,103.70",-2.95%
04/30/2020,"4,230.37","4,222.82","4,248.77","4,179.56",0.20%
04/29/2020,"4,221.98","4,221.59","4,244.85","4,185.31",0.03%
04/28/2020,"4,220.58","4,169.23","4,220.58","4,097.24",1.21%
04/27/2020,"4,170.08","4,184.08","4,239.95","4,170.08",-0.28%
04/26/2020,"4,181.84","4,061.98","4,182.94","4,045.93",2.93%
04/23/2020,"4,062.99","3,990.62","4,123.89","3,990.62",1.90%
04/22/2020,"3,987.06","3,860.46","3,987.06","3,800.02",3.28%
04/21/2020,"3,860.46","3,969.05","3,969.05","3,846.53",-2.74%
04/20/2020,"3,969.05","4,083.60","4,104.19","3,962.10",-2.81%
04/19/2020,"4,083.60","3,973.58","4,103.51","3,973.58",2.87%
04/16/2020,"3,969.51","4,126.93","4,126.93","3,969.32",-3.83%
04/15/2020,"4,127.44","4,182.77","4,254.26","4,113.93",-1.23%
04/14/2020,"4,178.70","4,135.03","4,266.34","4,086.22",1.05%
04/13/2020,"4,135.45","4,200.80","4,249.47","4,127.28",-1.56%
04/12/2020,"4,200.80","4,113.68","4,298.49","4,113.68",2.12%
04/09/2020,"4,113.68","3,868.36","4,113.68","3,868.36",6.38%
04/08/2020,"3,866.84","3,930.34","3,930.34","3,827.40",-1.56%
04/07/2020,"3,928.23","3,731.59","3,944.16","3,724.44",5.51%
04/06/2020,"3,722.94","3,668.89","3,723.24","3,655.88",1.26%
04/05/2020,"3,676.46","3,749.20","3,777.48","3,639.86",-2.18%
04/02/2020,"3,758.35","3,733.91","3,758.73","3,672.57",0.35%
04/01/2020,"3,745.11","3,722.99","3,751.20","3,680.39",0.28%
03/31/2020,"3,734.69","3,739.92","3,779.30","3,691.36",-0.25%
03/30/2020,"3,744.13","3,878.84","3,893.10","3,738.70",-3.47%
03/29/2020,"3,878.84","3,759.54","3,885.67","3,688.97",2.87%
03/26/2020,"3,770.73","3,907.14","3,909.74","3,768.38",-3.84%
03/25/2020,"3,921.39","3,653.93","3,923.74","3,653.93",7.39%
03/24/2020,"3,651.40","3,443.35","3,719.84","3,431.64",6.08%
03/23/2020,"3,442.09","3,552.61","3,552.61","3,429.42",-3.11%
03/22/2020,"3,552.61","3,674.88","3,674.88","3,552.61",-3.61%
03/19/2020,"3,685.56","3,397.07","3,715.25","3,307.53",8.41%
03/18/2020,"3,399.61","3,326.91","3,475.71","3,304.36",2.29%
03/17/2020,"3,323.35","3,549.06","3,555.98","3,323.11",-6.33%
03/16/2020,"3,548.04","3,843.65","3,843.65","3,548.04",-7.83%
03/15/2020,"3,849.25","3,930.32","3,976.81","3,751.75",-1.86%
03/12/2020,"3,922.18","4,228.78","4,228.78","3,921.41",-7.40%
03/11/2020,"4,235.51","4,267.73","4,290.78","4,225.18",-0.64%
03/10/2020,"4,262.64","4,034.13","4,310.34","4,031.33",5.52%
03/09/2020,"4,039.59","4,363.83","4,363.83","4,009.12",-8.06%
03/08/2020,"4,393.85","4,625.79","4,625.79","4,326.76",-5.37%
03/05/2020,"4,643.09","4,669.66","4,683.91","4,607.74",-0.57%
03/04/2020,"4,669.66","4,804.14","4,804.14","4,655.55",-2.84%
03/03/2020,"4,806.18","4,763.85","4,870.43","4,763.85",0.90%
03/02/2020,"4,763.48","4,724.16","4,824.84","4,724.16",0.84%
03/01/2020,"4,723.82","4,894.81","4,894.81","4,686.32",-3.62%
02/27/2020,"4,901.43","4,889.67","4,987.96","4,881.67",0.22%
02/26/2020,"4,890.68","4,931.32","4,953.82","4,884.75",-0.93%
02/25/2020,"4,936.37","4,927.26","4,979.44","4,920.12",0.11%
02/24/2020,"4,931.04","5,041.86","5,043.49","4,929.51",-2.20%
02/23/2020,"5,041.86","5,033.98","5,061.09","5,032.93",0.17%
02/20/2020,"5,033.15","5,073.99","5,073.99","5,032.47",-0.80%
02/19/2020,"5,073.82","5,054.68","5,073.82","5,048.38",0.36%
02/18/2020,"5,055.74","5,081.34","5,081.34","5,054.07",-0.53%
02/17/2020,"5,082.46","5,063.64","5,082.50","5,061.27",0.39%
02/16/2020,"5,062.82","5,038.40","5,065.10","5,038.02",0.50%
02/13/2020,"5,037.46","5,065.80","5,068.79","5,017.92",-0.56%
02/12/2020,"5,065.69","5,074.44","5,079.26","5,062.65",-0.15%
02/11/2020,"5,073.38","5,092.45","5,093.64","5,065.37",-0.39%
02/10/2020,"5,093.38","5,090.47","5,106.24","5,088.05",0.06%
02/09/2020,"5,090.21","5,087.27","5,104.07","5,083.66",0.06%
02/06/2020,"5,087.21","5,080.85","5,098.06","5,070.97",0.13%
02/05/2020,"5,080.79","5,095.54","5,106.53","5,059.90",-0.29%
02/04/2020,"5,095.52","5,076.27","5,108.30","5,070.66",0.37%
02/03/2020,"5,076.67","5,118.27","5,140.36","5,060.09",-0.77%
02/02/2020,"5,115.92","5,153.95","5,153.95","5,112.02",-0.78%
01/30/2020,"5,156.19","5,165.99","5,178.29","5,154.39",-0.17%
01/29/2020,"5,165.06","5,175.45","5,211.34","5,163.78",-0.25%
01/28/2020,"5,178.26","5,167.24","5,203.87","5,167.24",0.21%
01/27/2020,"5,167.24","5,224.93","5,236.28","5,166.75",-1.20%
01/26/2020,"5,230.01","5,244.69","5,246.87","5,229.22",-0.28%
01/23/2020,"5,244.69","5,235.04","5,256.06","5,202.65",0.20%
01/22/2020,"5,234.02","5,184.53","5,234.02","5,183.48",0.95%
01/21/2020,"5,184.53","5,212.74","5,214.29","5,182.80",-0.55%
01/20/2020,"5,213.25","5,174.42","5,222.21","5,158.14",0.76%
01/19/2020,"5,174.00","5,180.14","5,189.97","5,169.86",-0.10%
01/16/2020,"5,179.12","5,174.05","5,184.34","5,156.85",0.10%
01/15/2020,"5,174.05","5,168.62","5,174.18","5,135.33",0.11%
01/14/2020,"5,168.62","5,113.75","5,168.62","5,104.83",1.07%
01/13/2020,"5,113.75","5,083.98","5,113.75","5,079.22",0.59%
01/12/2020,"5,083.98","5,075.69","5,089.44","5,075.69",0.16%
01/09/2020,"5,075.69","5,021.90","5,075.69","5,021.90",1.12%
01/08/2020,"5,019.36","5,053.39","5,053.39","4,995.82",-0.74%
01/07/2020,"5,056.75","5,007.68","5,056.75","5,007.68",0.98%
01/06/2020,"5,007.68","5,029.22","5,050.24","5,007.64",-0.40%
01/05/2020,"5,027.96","5,096.20","5,096.20","5,022.05",-1.42%
01/02/2020,"5,100.27","5,075.89","5,100.27","5,070.05",0.48%
